id,x,y,z,qx,qy,qz,qw,comment
1,39566.35546875,49871.83984375,0.0,0.0,0.0,0.9450900042568234,0.32681016485696646,pal-pal
2,40106.30859375,44415.33203125,0.0,0.0,0.0,0.3328661857816696,0.9429740730068685,entetsu
